gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000169862	CTNND2	catenin delta 2	5p15.2	protein_coding	176	2116	8.32	677	16405	4.13	2094	754	36.01	64	3.06	212	Cancer Gene Census
ENSG00000152217	SETBP1	SET binding protein 1	18q12.3	protein_coding	174	2116	8.22	532	16405	3.24	2094	141	6.73	570	27.22	201	Cancer Gene Census
ENSG00000168542	COL3A1	collagen type III alpha 1 chain	2q32.2	protein_coding	172	2116	8.13	583	16405	3.55	2094	350	16.71	87	4.15	202	Cancer Gene Census
ENSG00000029534	ANK1	ankyrin 1	8p11.21	protein_coding	170	2116	8.03	700	16405	4.27	2094	395	18.86	326	15.57	215	Cancer Gene Census
ENSG00000134982	APC	APC regulator of WNT signaling pathway	5q22.2	protein_coding	170	2116	8.03	1079	16405	6.58	2094	245	11.70	379	18.10	217	Cancer Gene Census
ENSG00000147889	CDKN2A	cyclin dependent kinase inhibitor 2A	9p21.3	protein_coding	167	2116	7.89	576	16405	3.51	2094	135	6.45	832	39.73	124	Cancer Gene Census
ENSG00000140836	ZFHX3	zinc finger homeobox 3	16q22.2, 16q22.3	protein_coding	164	2116	7.75	834	16405	5.08	2094	268	12.80	301	14.37	227	Cancer Gene Census
ENSG00000173821	RNF213	ring finger protein 213	17q25.3	protein_coding	163	2116	7.70	756	16405	4.61	2094	462	22.06	134	6.40	231	Cancer Gene Census
ENSG00000115760	BIRC6	baculoviral IAP repeat containing 6	2p22.3	protein_coding	159	2116	7.51	756	16405	4.61	2094	373	17.81	90	4.30	222	Cancer Gene Census
ENSG00000148400	NOTCH1	notch receptor 1	9q34.3	protein_coding	158	2116	7.47	806	16405	4.91	2094	197	9.41	431	20.58	202	Cancer Gene Census
ENSG00000145113	MUC4	mucin 4, cell surface associated	3q29	protein_coding	156	2116	7.37	630	16405	3.84	2094	474	22.64	214	10.22	233	Cancer Gene Census
ENSG00000198173	FAM47C	family with sequence similarity 47 member C	Xp21.1	protein_coding	153	2116	7.23	631	16405	3.85	2094	0	0.00	0	0.00	182	Cancer Gene Census
ENSG00000198795	ZNF521	zinc finger protein 521	18q11.2	protein_coding	151	2116	7.14	536	16405	3.27	2094	252	12.03	399	19.05	190	Cancer Gene Census
ENSG00000185008	ROBO2	roundabout guidance receptor 2	3p12.3	protein_coding	149	2116	7.04	668	16405	4.07	2094	131	6.26	579	27.65	168	Cancer Gene Census
ENSG00000149311	ATM	ATM serine/threonine kinase	11q22.3	protein_coding	148	2116	6.99	757	16405	4.61	2094	253	12.08	273	13.04	191	Cancer Gene Census
ENSG00000127616	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	19p13.2	protein_coding	147	2116	6.95	580	16405	3.54	2094	156	7.45	444	21.20	164	Cancer Gene Census
ENSG00000181555	SETD2	SET domain containing 2, histone lysine methyltransferase	3p21.31	protein_coding	146	2116	6.90	633	16405	3.86	2094	89	4.25	689	32.90	172	Cancer Gene Census
ENSG00000178568	ERBB4	erb-b2 receptor tyrosine kinase 4	2q34	protein_coding	144	2116	6.81	672	16405	4.10	2094	294	14.04	135	6.45	183	Cancer Gene Census
ENSG00000196367	TRRAP	transformation/transcription domain associated protein	7q22.1	protein_coding	144	2116	6.81	749	16405	4.57	2094	678	32.38	104	4.97	191	Cancer Gene Census
ENSG00000127329	PTPRB	protein tyrosine phosphatase receptor type B	12q15	protein_coding	142	2116	6.71	630	16405	3.84	2094	391	18.67	116	5.54	179	Cancer Gene Census
ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	16p13.2	protein_coding	141	2116	6.66	772	16405	4.71	2094	363	17.34	159	7.59	170	Cancer Gene Census
ENSG00000118046	STK11	serine/threonine kinase 11	19p13.3	protein_coding	140	2116	6.62	236	16405	1.44	2094	153	7.31	514	24.55	117	Cancer Gene Census
ENSG00000196924	FLNA	filamin A	Xq28	protein_coding	137	2116	6.47	589	16405	3.59	2094	0	0.00	0	0.00	180	Cancer Gene Census
ENSG00000140538	NTRK3	neurotrophic receptor tyrosine kinase 3	15q25.3	protein_coding	136	2116	6.43	504	16405	3.07	2094	180	8.60	370	17.67	149	Cancer Gene Census
ENSG00000187323	DCC	DCC netrin 1 receptor	18q21.2	protein_coding	136	2116	6.43	750	16405	4.57	2094	124	5.92	597	28.51	168	Cancer Gene Census
ENSG00000163939	PBRM1	polybromo 1	3p21.1	protein_coding	133	2116	6.29	579	16405	3.53	2094	87	4.15	680	32.47	140	Cancer Gene Census
ENSG00000127914	AKAP9	A-kinase anchoring protein 9	7q21.2	protein_coding	129	2116	6.10	657	16405	4.00	2094	688	32.86	92	4.39	163	Cancer Gene Census
ENSG00000133392	MYH11	myosin heavy chain 11	16p13.11	protein_coding	129	2116	6.10	566	16405	3.45	2094	363	17.34	167	7.98	151	Cancer Gene Census
ENSG00000145675	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	5q13.1	protein_coding	129	2116	6.10	568	16405	3.46	2094	207	9.89	367	17.53	127	Cancer Gene Census
ENSG00000126012	KDM5C	lysine demethylase 5C	Xp11.22	protein_coding	125	2116	5.91	385	16405	2.35	2094	0	0.00	0	0.00	139	Cancer Gene Census
ENSG00000134853	PDGFRA	platelet derived growth factor receptor alpha	4q12	protein_coding	125	2116	5.91	440	16405	2.68	2094	241	11.51	237	11.32	144	Cancer Gene Census
ENSG00000172915	NBEA	neurobeachin	13q13.3	protein_coding	125	2116	5.91	699	16405	4.26	2094	169	8.07	513	24.50	175	Cancer Gene Census
ENSG00000184634	MED12	mediator complex subunit 12	Xq13.1	protein_coding	125	2116	5.91	556	16405	3.39	2094	0	0.00	0	0.00	155	Cancer Gene Census
ENSG00000005339	CREBBP	CREB binding protein	16p13.3	protein_coding	124	2116	5.86	774	16405	4.72	2094	339	16.19	212	10.12	144	Cancer Gene Census
ENSG00000085185	BCORL1	BCL6 corepressor like 1	Xq26.1	protein_coding	123	2116	5.81	516	16405	3.15	2094	0	0.00	0	0.00	138	Cancer Gene Census
ENSG00000044524	EPHA3	EPH receptor A3	3p11.1	protein_coding	121	2116	5.72	523	16405	3.19	2094	191	9.12	447	21.35	140	Cancer Gene Census
ENSG00000165238	WNK2	WNK lysine deficient protein kinase 2	9q22.31	protein_coding	120	2116	5.67	461	16405	2.81	2094	157	7.50	443	21.16	143	Cancer Gene Census
ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	1q31.3, 1q32.1	protein_coding	119	2116	5.62	485	16405	2.96	2094	795	37.97	58	2.77	151	Cancer Gene Census
ENSG00000196498	NCOR2	nuclear receptor corepressor 2	12q24.31	protein_coding	119	2116	5.62	514	16405	3.13	2094	264	12.61	222	10.60	138	Cancer Gene Census
ENSG00000171094	ALK	ALK receptor tyrosine kinase	2p23.2, 2p23.1	protein_coding	118	2116	5.58	491	16405	2.99	2094	366	17.48	94	4.49	150	Cancer Gene Census
ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	8q13.2	protein_coding	117	2116	5.53	698	16405	4.25	2094	582	27.79	124	5.92	132	Cancer Gene Census
ENSG00000157168	NRG1	neuregulin 1	8p12	protein_coding	117	2116	5.53	448	16405	2.73	2094	205	9.79	575	27.46	134	Cancer Gene Census
ENSG00000168036	CTNNB1	catenin beta 1	3p22.1	protein_coding	117	2116	5.53	547	16405	3.33	2094	97	4.63	649	30.99	63	Cancer Gene Census
ENSG00000079102	RUNX1T1	RUNX1 partner transcriptional co-repressor 1	8q21.3	protein_coding	116	2116	5.48	513	16405	3.13	2094	658	31.42	87	4.15	126	Cancer Gene Census
ENSG00000118058	KMT2A	lysine methyltransferase 2A	11q23.3	protein_coding	116	2116	5.48	685	16405	4.18	2094	256	12.23	267	12.75	132	Cancer Gene Census
ENSG00000047936	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	6q22.1	protein_coding	114	2116	5.39	611	16405	3.72	2094	124	5.92	511	24.40	144	Cancer Gene Census
ENSG00000157764	BRAF	B-Raf proto-oncogene, serine/threonine kinase	7q34	protein_coding	114	2116	5.39	963	16405	5.87	2094	612	29.23	144	6.88	69	Cancer Gene Census
ENSG00000198793	MTOR	mechanistic target of rapamycin kinase	1p36.22	protein_coding	113	2116	5.34	515	16405	3.14	2094	212	10.12	323	15.43	129	Cancer Gene Census
ENSG00000183337	BCOR	BCL6 corepressor	Xp11.4	protein_coding	112	2116	5.29	489	16405	2.98	2094	0	0.00	0	0.00	119	Cancer Gene Census
ENSG00000065526	SPEN	spen family transcriptional repressor	1p36.21, 1p36.13	protein_coding	111	2116	5.25	628	16405	3.83	2094	218	10.41	319	15.23	144	Cancer Gene Census
ENSG00000257923	CUX1	cut like homeobox 1	7q22.1	protein_coding	110	2116	5.20	489	16405	2.98	2094	668	31.90	114	5.44	131	Cancer Gene Census
ENSG00000085224	ATRX	ATRX chromatin remodeler	Xq21.1	protein_coding	109	2116	5.15	813	16405	4.96	2094	0	0.00	0	0.00	169	Cancer Gene Census
ENSG00000128052	KDR	kinase insert domain receptor	4q12	protein_coding	109	2116	5.15	501	16405	3.05	2094	231	11.03	243	11.60	132	Cancer Gene Census
ENSG00000153201	RANBP2	RAN binding protein 2	2q13	protein_coding	107	2116	5.06	533	16405	3.25	2094	334	15.95	66	3.15	143	Cancer Gene Census
ENSG00000184937	WT1	WT1 transcription factor	11p13	protein_coding	107	2116	5.06	328	16405	2.00	2094	206	9.84	228	10.89	125	Cancer Gene Census
ENSG00000185177	ZNF479	zinc finger protein 479	7p11.2	protein_coding	107	2116	5.06	386	16405	2.35	2094	744	35.53	83	3.96	125	Cancer Gene Census
ENSG00000139618	BRCA2	BRCA2 DNA repair associated	13q13.1	protein_coding	106	2116	5.01	566	16405	3.45	2094	173	8.26	509	24.31	145	Cancer Gene Census
ENSG00000165671	NSD1	nuclear receptor binding SET domain protein 1	5q35.3	protein_coding	106	2116	5.01	561	16405	3.42	2094	355	16.95	294	14.04	135	Cancer Gene Census
ENSG00000182872	RBM10	RNA binding motif protein 10	Xp11.3	protein_coding	106	2116	5.01	315	16405	1.92	2094	0	0.00	0	0.00	115	Cancer Gene Census
ENSG00000198286	CARD11	caspase recruitment domain family member 11	7p22.2	protein_coding	106	2116	5.01	482	16405	2.94	2094	764	36.49	80	3.82	112	Cancer Gene Census
ENSG00000198354	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	Xq25	protein_coding	106	2116	5.01	390	16405	2.38	2094	0	0.00	0	0.00	109	Cancer Gene Census
ENSG00000087460	GNAS	GNAS complex locus	20q13.32	protein_coding	105	2116	4.96	366	16405	2.23	2094	609	29.08	87	4.15	114	Cancer Gene Census
ENSG00000127152	BCL11B	BAF chromatin remodeling complex subunit BCL11B	14q32.2	protein_coding	105	2116	4.96	350	16405	2.13	2094	266	12.70	370	17.67	122	Cancer Gene Census
ENSG00000141646	SMAD4	SMAD family member 4	18q21.2	protein_coding	105	2116	4.96	386	16405	2.35	2094	117	5.59	603	28.80	92	Cancer Gene Census
ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1	1p36.31, 1p36.23	protein_coding	104	2116	4.91	481	16405	2.93	2094	214	10.22	357	17.05	115	Cancer Gene Census
ENSG00000198822	GRM3	glutamate metabotropic receptor 3	7q21.11, 7q21.12	protein_coding	104	2116	4.91	528	16405	3.22	2094	675	32.23	97	4.63	114	Cancer Gene Census
ENSG00000067842	ATP2B3	ATPase plasma membrane Ca2+ transporting 3	Xq28	protein_coding	103	2116	4.87	427	16405	2.60	2094	0	0.00	0	0.00	119	Cancer Gene Census
ENSG00000133124	IRS4	insulin receptor substrate 4	Xq22.3	protein_coding	103	2116	4.87	456	16405	2.78	2094	0	0.00	0	0.00	134	Cancer Gene Census
ENSG00000140937	CDH11	cadherin 11	16q21	protein_coding	103	2116	4.87	492	16405	3.00	2094	288	13.75	274	13.09	118	Cancer Gene Census
ENSG00000047410	TPR	translocated promoter region, nuclear basket protein	1q31.1	protein_coding	102	2116	4.82	463	16405	2.82	2094	817	39.02	52	2.48	115	Cancer Gene Census
ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4	5q35.3	protein_coding	101	2116	4.77	470	16405	2.86	2094	348	16.62	290	13.85	116	Cancer Gene Census
ENSG00000139687	RB1	RB transcriptional corepressor 1	13q14.2	protein_coding	100	2116	4.73	560	16405	3.41	2094	164	7.83	517	24.69	116	Cancer Gene Census
ENSG00000148516	ZEB1	zinc finger E-box binding homeobox 1	10p11.22	protein_coding	100	2116	4.73	390	16405	2.38	2094	320	15.28	304	14.52	107	Cancer Gene Census
ENSG00000177084	POLE	DNA polymerase epsilon, catalytic subunit	12q24.33	protein_coding	100	2116	4.73	492	16405	3.00	2094	250	11.94	253	12.08	113	Cancer Gene Census
ENSG00000051341	POLQ	DNA polymerase theta	3q13.33	protein_coding	99	2116	4.68	528	16405	3.22	2094	350	16.71	230	10.98	121	Cancer Gene Census
ENSG00000139219	COL2A1	collagen type II alpha 1 chain	12q13.11	protein_coding	98	2116	4.63	404	16405	2.46	2094	319	15.23	163	7.78	108	Cancer Gene Census
ENSG00000184675	AMER1	APC membrane recruitment protein 1	Xq11.2	protein_coding	98	2116	4.63	430	16405	2.62	2094	0	0.00	0	0.00	115	Cancer Gene Census
ENSG00000041982	TNC	tenascin C	9q33.1	protein_coding	97	2116	4.58	528	16405	3.22	2094	177	8.45	413	19.72	117	Cancer Gene Census
ENSG00000049618	ARID1B	AT-rich interaction domain 1B	6q25.3	protein_coding	97	2116	4.58	477	16405	2.91	2094	127	6.06	526	25.12	123	Cancer Gene Census
ENSG00000104517	UBR5	ubiquitin protein ligase E3 component n-recognin 5	8q22.3	protein_coding	97	2116	4.58	559	16405	3.41	2094	713	34.05	67	3.20	108	Cancer Gene Census
ENSG00000119866	BCL11A	BAF chromatin remodeling complex subunit BCL11A	2p16.1	protein_coding	97	2116	4.58	383	16405	2.33	2094	366	17.48	73	3.49	103	Cancer Gene Census
ENSG00000175054	ATR	ATR serine/threonine kinase	3q23	protein_coding	96	2116	4.54	495	16405	3.02	2094	426	20.34	178	8.50	117	Cancer Gene Census
ENSG00000111642	CHD4	chromodomain helicase DNA binding protein 4	12p13.31	protein_coding	95	2116	4.49	552	16405	3.36	2094	380	18.15	218	10.41	103	Cancer Gene Census
ENSG00000122778	KIAA1549	KIAA1549	7q34	protein_coding	94	2116	4.44	468	16405	2.85	2094	615	29.37	146	6.97	108	Cancer Gene Census
ENSG00000163629	PTPN13	protein tyrosine phosphatase non-receptor type 13	4q21.3	protein_coding	94	2116	4.44	444	16405	2.71	2094	125	5.97	334	15.95	126	Cancer Gene Census
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12q24.31	protein_coding	91	2116	4.30	150	16405	0.91	2094	263	12.56	218	10.41	103	Cancer Gene Census
ENSG00000100345	MYH9	myosin heavy chain 9	22q12.3	protein_coding	89	2116	4.21	483	16405	2.94	2094	149	7.12	435	20.77	97	Cancer Gene Census
ENSG00000103197	TSC2	TSC complex subunit 2	16p13.3	protein_coding	89	2116	4.21	387	16405	2.36	2094	357	17.05	229	10.94	109	Cancer Gene Census
ENSG00000189079	ARID2	AT-rich interaction domain 2	12q12	protein_coding	89	2116	4.21	527	16405	3.21	2094	310	14.80	164	7.83	105	Cancer Gene Census
ENSG00000134250	NOTCH2	notch receptor 2	1p12	protein_coding	88	2116	4.16	430	16405	2.62	2094	244	11.65	300	14.33	106	Cancer Gene Census
ENSG00000012048	BRCA1	BRCA1 DNA repair associated	17q21.31	protein_coding	87	2116	4.11	366	16405	2.23	2094	397	18.96	134	6.40	98	Cancer Gene Census
ENSG00000182901	RGS7	regulator of G protein signaling 7	1q43	protein_coding	86	2116	4.06	350	16405	2.13	2094	771	36.82	76	3.63	93	Cancer Gene Census
ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein	1q21.2	protein_coding	85	2116	4.02	434	16405	2.65	2094	836	39.92	46	2.20	95	Cancer Gene Census
ENSG00000100393	EP300	E1A binding protein p300	22q13.2	protein_coding	84	2116	3.97	566	16405	3.45	2094	162	7.74	436	20.82	95	Cancer Gene Census
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	17q21.33	protein_coding	84	2116	3.97	383	16405	2.33	2094	461	22.02	87	4.15	92	Cancer Gene Census
ENSG00000135333	EPHA7	EPH receptor A7	6q16.1	protein_coding	84	2116	3.97	419	16405	2.55	2094	133	6.35	495	23.64	90	Cancer Gene Census
ENSG00000109670	FBXW7	F-box and WD repeat domain containing 7	4q31.3	protein_coding	83	2116	3.92	657	16405	4.00	2094	128	6.11	356	17.00	73	Cancer Gene Census
ENSG00000147050	KDM6A	lysine demethylase 6A	Xp11.3	protein_coding	83	2116	3.92	472	16405	2.88	2094	0	0.00	0	0.00	86	Cancer Gene Census
ENSG00000165731	RET	ret proto-oncogene	10q11.21	protein_coding	83	2116	3.92	365	16405	2.22	2094	274	13.09	336	16.05	96	Cancer Gene Census
ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D	3p21.1	protein_coding	82	2116	3.88	508	16405	3.10	2094	82	3.92	681	32.52	95	Cancer Gene Census
ENSG00000166501	PRKCB	protein kinase C beta	16p12.2, 16p12.1	protein_coding	82	2116	3.88	344	16405	2.10	2094	349	16.67	167	7.98	90	Cancer Gene Census
ENSG00000185920	PTCH1	patched 1	9q22.32	protein_coding	81	2116	3.83	386	16405	2.35	2094	156	7.45	442	21.11	96	Cancer Gene Census
ENSG00000111087	GLI1	GLI family zinc finger 1	12q13.3	protein_coding	80	2116	3.78	328	16405	2.00	2094	364	17.38	124	5.92	90	Cancer Gene Census
ENSG00000141027	NCOR1	nuclear receptor corepressor 1	17p12, 17p11.2	protein_coding	79	2116	3.73	538	16405	3.28	2094	108	5.16	608	29.04	89	Cancer Gene Census
ENSG00000142611	PRDM16	PR/SET domain 16	1p36.32	protein_coding	79	2116	3.73	377	16405	2.30	2094	239	11.41	358	17.10	93	Cancer Gene Census
ENSG00000067082	KLF6	Kruppel like factor 6	10p15.2	protein_coding	78	2116	3.69	176	16405	1.07	2094	296	14.14	368	17.57	83	Cancer Gene Census
ENSG00000138336	TET1	tet methylcytosine dioxygenase 1	10q21.3	protein_coding	78	2116	3.69	452	16405	2.76	2094	248	11.84	387	18.48	96	Cancer Gene Census
ENSG00000164362	TERT	telomerase reverse transcriptase	5p15.33	protein_coding	78	2116	3.69	254	16405	1.55	2094	773	36.91	74	3.53	88	Cancer Gene Census
ENSG00000152894	PTPRK	protein tyrosine phosphatase receptor type K	6q22.33	protein_coding	77	2116	3.64	419	16405	2.55	2094	141	6.73	473	22.59	86	Cancer Gene Census
ENSG00000169083	AR	androgen receptor	Xq12	protein_coding	77	2116	3.64	339	16405	2.07	2094	0	0.00	0	0.00	89	Cancer Gene Census
ENSG00000083168	KAT6A	lysine acetyltransferase 6A	8p11.21	protein_coding	76	2116	3.59	415	16405	2.53	2094	399	19.05	317	15.14	87	Cancer Gene Census
ENSG00000162434	JAK1	Janus kinase 1	1p31.3	protein_coding	76	2116	3.59	371	16405	2.26	2094	205	9.79	281	13.42	70	Cancer Gene Census
ENSG00000168685	IL7R	interleukin 7 receptor	5p13.2	protein_coding	76	2116	3.59	326	16405	1.99	2094	741	35.39	51	2.44	83	Cancer Gene Census
ENSG00000144218	AFF3	AF4/FMR2 family member 3	2q11.2	protein_coding	75	2116	3.54	440	16405	2.68	2094	355	16.95	59	2.82	90	Cancer Gene Census
ENSG00000100852	ARHGAP5	Rho GTPase activating protein 5	14q12	protein_coding	74	2116	3.50	360	16405	2.19	2094	413	19.72	275	13.13	87	Cancer Gene Census
ENSG00000102974	CTCF	CCCTC-binding factor	16q22.1	protein_coding	74	2116	3.50	417	16405	2.54	2094	282	13.47	274	13.09	71	Cancer Gene Census
ENSG00000073614	KDM5A	lysine demethylase 5A	12p13.33	protein_coding	73	2116	3.45	358	16405	2.18	2094	396	18.91	195	9.31	84	Cancer Gene Census
ENSG00000100697	DICER1	dicer 1, ribonuclease III	14q32.13	protein_coding	73	2116	3.45	385	16405	2.35	2094	260	12.42	377	18.00	86	Cancer Gene Census
ENSG00000163930	BAP1	BRCA1 associated protein 1	3p21.1	protein_coding	73	2116	3.45	332	16405	2.02	2094	88	4.20	679	32.43	76	Cancer Gene Census
ENSG00000171456	ASXL1	ASXL transcriptional regulator 1	20q11.21	protein_coding	73	2116	3.45	403	16405	2.46	2094	583	27.84	70	3.34	82	Cancer Gene Census
ENSG00000101115	SALL4	spalt like transcription factor 4	20q13.2	protein_coding	72	2116	3.40	373	16405	2.27	2094	566	27.03	111	5.30	78	Cancer Gene Census
ENSG00000116731	PRDM2	PR/SET domain 2	1p36.21	protein_coding	72	2116	3.40	333	16405	2.03	2094	209	9.98	331	15.81	84	Cancer Gene Census
ENSG00000066468	FGFR2	fibroblast growth factor receptor 2	10q26.13	protein_coding	71	2116	3.36	375	16405	2.29	2094	223	10.65	429	20.49	57	Cancer Gene Census
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10	8p23.3	protein_coding	71	2116	3.36	316	16405	1.93	2094	210	10.03	608	29.04	81	Cancer Gene Census
ENSG00000126883	NUP214	nucleoporin 214	9q34.13	protein_coding	71	2116	3.36	360	16405	2.19	2094	173	8.26	425	20.30	73	Cancer Gene Census
ENSG00000129204	USP6	ubiquitin specific peptidase 6	17p13.2	protein_coding	71	2116	3.36	345	16405	2.10	2094	85	4.06	640	30.56	87	Cancer Gene Census
ENSG00000168769	TET2	tet methylcytosine dioxygenase 2	4q24	protein_coding	71	2116	3.36	334	16405	2.04	2094	110	5.25	353	16.86	86	Cancer Gene Census
ENSG00000176571	CNBD1	cyclic nucleotide binding domain containing 1	8q21.3	protein_coding	71	2116	3.36	245	16405	1.49	2094	642	30.66	101	4.82	73	Cancer Gene Census
ENSG00000115524	SF3B1	splicing factor 3b subunit 1	2q33.1	protein_coding	70	2116	3.31	366	16405	2.23	2094	331	15.81	101	4.82	73	Cancer Gene Census
ENSG00000135111	TBX3	T-box transcription factor 3	12q24.21	protein_coding	70	2116	3.31	278	16405	1.69	2094	253	12.08	227	10.84	79	Cancer Gene Census
ENSG00000184507	NUTM1	NUT midline carcinoma family member 1	15q14	protein_coding	70	2116	3.31	309	16405	1.88	2094	108	5.16	481	22.97	80	Cancer Gene Census
ENSG00000197535	MYO5A	myosin VA	15q21.2	protein_coding	70	2116	3.31	364	16405	2.22	2094	126	6.02	429	20.49	85	Cancer Gene Census
ENSG00000070371	CLTCL1	clathrin heavy chain like 1	22q11.21	protein_coding	69	2116	3.26	315	16405	1.92	2094	223	10.65	366	17.48	86	Cancer Gene Census
ENSG00000101972	STAG2	stromal antigen 2	Xq25	protein_coding	69	2116	3.26	396	16405	2.41	2094	0	0.00	0	0.00	78	Cancer Gene Census
ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	7q31.2	protein_coding	69	2116	3.26	349	16405	2.13	2094	650	31.04	128	6.11	78	Cancer Gene Census
