gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000169862	CTNND2	catenin delta 2	5p15.2	protein_coding	65	490	13.27	677	16477	4.11	496	372	75.00	15	3.02	70	Cancer Gene Census
ENSG00000055609	KMT2C	lysine methyltransferase 2C	7q36.1	protein_coding	61	490	12.45	1062	16477	6.45	496	165	33.27	74	14.92	67	Cancer Gene Census
ENSG00000121879	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	3q26.32	protein_coding	58	490	11.84	1679	16477	10.19	496	430	86.69	1	0.20	29	Cancer Gene Census
ENSG00000187323	DCC	DCC netrin 1 receptor	18q21.2	protein_coding	57	490	11.63	750	16477	4.55	496	84	16.94	156	31.45	66	Cancer Gene Census
ENSG00000196712	NF1	neurofibromin 1	17q11.2	protein_coding	57	490	11.63	883	16477	5.36	496	133	26.81	90	18.15	61	Cancer Gene Census
ENSG00000115760	BIRC6	baculoviral IAP repeat containing 6	2p22.3	protein_coding	56	490	11.43	757	16477	4.59	496	233	46.98	12	2.42	65	Cancer Gene Census
ENSG00000198173	FAM47C	family with sequence similarity 47 member C	Xp21.1	protein_coding	56	490	11.43	633	16477	3.84	496	0	0.00	0	0.00	66	Cancer Gene Census
ENSG00000171862	PTEN	phosphatase and tensin homolog	10q23.31	protein_coding	55	490	11.22	1260	16477	7.65	496	48	9.68	188	37.90	50	Cancer Gene Census
ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	16p13.2	protein_coding	54	490	11.02	775	16477	4.70	496	88	17.74	114	22.98	61	Cancer Gene Census
ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	8q13.2	protein_coding	53	490	10.82	698	16477	4.24	496	218	43.95	31	6.25	57	Cancer Gene Census
ENSG00000079999	KEAP1	kelch like ECH associated protein 1	19p13.2	protein_coding	52	490	10.61	375	16477	2.28	496	92	18.55	135	27.22	52	Cancer Gene Census
ENSG00000140836	ZFHX3	zinc finger homeobox 3	16q22.2, 16q22.3	protein_coding	50	490	10.20	835	16477	5.07	496	97	19.56	130	26.21	55	Cancer Gene Census
ENSG00000178568	ERBB4	erb-b2 receptor tyrosine kinase 4	2q34	protein_coding	48	490	9.80	672	16477	4.08	496	102	20.56	106	21.37	53	Cancer Gene Census
ENSG00000185177	ZNF479	zinc finger protein 479	7p11.2	protein_coding	47	490	9.59	389	16477	2.36	496	218	43.95	24	4.84	52	Cancer Gene Census
ENSG00000044524	EPHA3	EPH receptor A3	3p11.1	protein_coding	46	490	9.39	525	16477	3.19	496	83	16.73	251	50.60	50	Cancer Gene Census
ENSG00000047410	TPR	translocated promoter region, nuclear basket protein	1q31.1	protein_coding	46	490	9.39	463	16477	2.81	496	256	51.61	10	2.02	49	Cancer Gene Census
ENSG00000127329	PTPRB	protein tyrosine phosphatase receptor type B	12q15	protein_coding	46	490	9.39	632	16477	3.84	496	170	34.27	30	6.05	53	Cancer Gene Census
ENSG00000047936	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	6q22.1	protein_coding	44	490	8.98	611	16477	3.71	496	91	18.35	95	19.15	48	Cancer Gene Census
ENSG00000198795	ZNF521	zinc finger protein 521	18q11.2	protein_coding	44	490	8.98	536	16477	3.25	496	142	28.63	94	18.95	49	Cancer Gene Census
ENSG00000198822	GRM3	glutamate metabotropic receptor 3	7q21.11, 7q21.12	protein_coding	43	490	8.78	532	16477	3.23	496	199	40.12	31	6.25	47	Cancer Gene Census
ENSG00000051341	POLQ	DNA polymerase theta	3q13.33	protein_coding	41	490	8.37	530	16477	3.22	496	314	63.31	22	4.44	45	Cancer Gene Census
ENSG00000127914	AKAP9	A-kinase anchoring protein 9	7q21.2	protein_coding	39	490	7.96	657	16477	3.99	496	211	42.54	24	4.84	42	Cancer Gene Census
ENSG00000128052	KDR	kinase insert domain receptor	4q12	protein_coding	39	490	7.96	501	16477	3.04	496	140	28.23	118	23.79	43	Cancer Gene Census
ENSG00000153707	PTPRD	protein tyrosine phosphatase receptor type D	9p24.1, 9p23	protein_coding	39	490	7.96	766	16477	4.65	496	73	14.72	248	50.00	45	Cancer Gene Census
ENSG00000182901	RGS7	regulator of G protein signaling 7	1q43	protein_coding	39	490	7.96	350	16477	2.12	496	251	50.60	24	4.84	44	Cancer Gene Census
ENSG00000196367	TRRAP	transformation/transcription domain associated protein	7q22.1	protein_coding	39	490	7.96	751	16477	4.56	496	215	43.35	29	5.85	44	Cancer Gene Census
ENSG00000079102	RUNX1T1	RUNX1 partner transcriptional co-repressor 1	8q21.3	protein_coding	38	490	7.76	513	16477	3.11	496	250	50.40	21	4.23	39	Cancer Gene Census
ENSG00000005339	CREBBP	CREB binding protein	16p13.3	protein_coding	37	490	7.55	776	16477	4.71	496	61	12.30	159	32.06	42	Cancer Gene Census
ENSG00000139618	BRCA2	BRCA2 DNA repair associated	13q13.1	protein_coding	37	490	7.55	569	16477	3.45	496	37	7.46	240	48.39	39	Cancer Gene Census
ENSG00000148400	NOTCH1	notch receptor 1	9q34.3	protein_coding	37	490	7.55	811	16477	4.92	496	90	18.15	164	33.06	40	Cancer Gene Census
ENSG00000148516	ZEB1	zinc finger E-box binding homeobox 1	10p11.22	protein_coding	37	490	7.55	390	16477	2.37	496	101	20.36	122	24.60	38	Cancer Gene Census
ENSG00000173821	RNF213	ring finger protein 213	17q25.3	protein_coding	37	490	7.55	757	16477	4.59	496	183	36.90	62	12.50	47	Cancer Gene Census
ENSG00000179399	GPC5	glypican 5	13q31.3	protein_coding	37	490	7.55	337	16477	2.05	496	72	14.52	200	40.32	37	Cancer Gene Census
ENSG00000196090	PTPRT	protein tyrosine phosphatase receptor type T	20q12, 20q13.11	protein_coding	37	490	7.55	812	16477	4.93	496	209	42.14	33	6.65	40	Cancer Gene Census
ENSG00000029534	ANK1	ankyrin 1	8p11.21	protein_coding	36	490	7.35	705	16477	4.28	496	195	39.31	82	16.53	36	Cancer Gene Census
ENSG00000168542	COL3A1	collagen type III alpha 1 chain	2q32.2	protein_coding	36	490	7.35	586	16477	3.56	496	166	33.47	44	8.87	46	Cancer Gene Census
ENSG00000081237	PTPRC	protein tyrosine phosphatase receptor type C	1q31.3, 1q32.1	protein_coding	35	490	7.14	490	16477	2.97	496	233	46.98	21	4.23	37	Cancer Gene Census
ENSG00000145113	MUC4	mucin 4, cell surface associated	3q29	protein_coding	35	490	7.14	633	16477	3.84	496	417	84.07	5	1.01	48	Cancer Gene Census
ENSG00000172915	NBEA	neurobeachin	13q13.3	protein_coding	35	490	7.14	701	16477	4.25	496	37	7.46	238	47.98	42	Cancer Gene Census
ENSG00000100345	MYH9	myosin heavy chain 9	22q12.3	protein_coding	34	490	6.94	483	16477	2.93	496	183	36.90	70	14.11	36	Cancer Gene Census
ENSG00000139687	RB1	RB transcriptional corepressor 1	13q14.2	protein_coding	34	490	6.94	569	16477	3.45	496	39	7.86	241	48.59	35	Cancer Gene Census
ENSG00000153201	RANBP2	RAN binding protein 2	2q13	protein_coding	34	490	6.94	533	16477	3.23	496	187	37.70	17	3.43	36	Cancer Gene Census
ENSG00000049618	ARID1B	AT-rich interaction domain 1B	6q25.3	protein_coding	33	490	6.73	478	16477	2.90	496	100	20.16	97	19.56	35	Cancer Gene Census
ENSG00000117713	ARID1A	AT-rich interaction domain 1A	1p36.11	protein_coding	33	490	6.73	1151	16477	6.99	496	45	9.07	152	30.65	35	Cancer Gene Census
ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein	1q21.2	protein_coding	33	490	6.73	434	16477	2.63	496	248	50.00	14	2.82	35	Cancer Gene Census
ENSG00000196924	FLNA	filamin A	Xq28	protein_coding	33	490	6.73	589	16477	3.57	496	0	0.00	0	0.00	38	Cancer Gene Census
ENSG00000122778	KIAA1549	KIAA1549	7q34	protein_coding	32	490	6.53	469	16477	2.85	496	181	36.49	58	11.69	38	Cancer Gene Census
ENSG00000140538	NTRK3	neurotrophic receptor tyrosine kinase 3	15q25.3	protein_coding	32	490	6.53	504	16477	3.06	496	156	31.45	67	13.51	38	Cancer Gene Census
ENSG00000149311	ATM	ATM serine/threonine kinase	11q22.3	protein_coding	32	490	6.53	759	16477	4.61	496	100	20.16	106	21.37	34	Cancer Gene Census
ENSG00000118058	KMT2A	lysine methyltransferase 2A	11q23.3	protein_coding	31	490	6.33	685	16477	4.16	496	93	18.75	118	23.79	37	Cancer Gene Census
ENSG00000140937	CDH11	cadherin 11	16q21	protein_coding	31	490	6.33	492	16477	2.99	496	110	22.18	120	24.19	33	Cancer Gene Census
ENSG00000168685	IL7R	interleukin 7 receptor	5p13.2	protein_coding	31	490	6.33	326	16477	1.98	496	353	71.17	15	3.02	29	Cancer Gene Census
ENSG00000104517	UBR5	ubiquitin protein ligase E3 component n-recognin 5	8q22.3	protein_coding	30	490	6.12	559	16477	3.39	496	265	53.43	16	3.23	31	Cancer Gene Census
ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1	1p36.31, 1p36.23	protein_coding	30	490	6.12	481	16477	2.92	496	60	12.10	142	28.63	32	Cancer Gene Census
ENSG00000133392	MYH11	myosin heavy chain 11	16p13.11	protein_coding	29	490	5.92	569	16477	3.45	496	92	18.55	105	21.17	31	Cancer Gene Census
ENSG00000144218	AFF3	AF4/FMR2 family member 3	2q11.2	protein_coding	29	490	5.92	441	16477	2.68	496	194	39.11	12	2.42	30	Cancer Gene Census
ENSG00000165671	NSD1	nuclear receptor binding SET domain protein 1	5q35.3	protein_coding	29	490	5.92	561	16477	3.40	496	31	6.25	252	50.81	30	Cancer Gene Census
ENSG00000085224	ATRX	ATRX chromatin remodeler	Xq21.1	protein_coding	28	490	5.71	816	16477	4.95	496	0	0.00	0	0.00	32	Cancer Gene Census
ENSG00000109670	FBXW7	F-box and WD repeat domain containing 7	4q31.3	protein_coding	28	490	5.71	657	16477	3.99	496	31	6.25	222	44.76	27	Cancer Gene Census
ENSG00000135333	EPHA7	EPH receptor A7	6q16.1	protein_coding	28	490	5.71	422	16477	2.56	496	102	20.56	83	16.73	31	Cancer Gene Census
ENSG00000131023	LATS1	large tumor suppressor kinase 1	6q25.1	protein_coding	26	490	5.31	285	16477	1.73	496	96	19.35	97	19.56	28	Cancer Gene Census
ENSG00000134853	PDGFRA	platelet derived growth factor receptor alpha	4q12	protein_coding	26	490	5.31	444	16477	2.69	496	140	28.23	119	23.99	27	Cancer Gene Census
ENSG00000134982	APC	APC regulator of WNT signaling pathway	5q22.2	protein_coding	26	490	5.31	1079	16477	6.55	496	10	2.02	285	57.46	29	Cancer Gene Census
ENSG00000177084	POLE	DNA polymerase epsilon, catalytic subunit	12q24.33	protein_coding	26	490	5.31	492	16477	2.99	496	108	21.77	71	14.31	28	Cancer Gene Census
ENSG00000130396	AFDN	afadin, adherens junction formation factor	6q27	protein_coding	25	490	5.10	417	16477	2.53	496	104	20.97	95	19.15	27	Cancer Gene Census
ENSG00000138336	TET1	tet methylcytosine dioxygenase 1	10q21.3	protein_coding	25	490	5.10	452	16477	2.74	496	79	15.93	141	28.43	27	Cancer Gene Census
ENSG00000139219	COL2A1	collagen type II alpha 1 chain	12q13.11	protein_coding	25	490	5.10	408	16477	2.48	496	152	30.65	35	7.06	26	Cancer Gene Census
ENSG00000152217	SETBP1	SET binding protein 1	18q12.3	protein_coding	25	490	5.10	533	16477	3.23	496	96	19.35	133	26.81	27	Cancer Gene Census
ENSG00000171456	ASXL1	ASXL transcriptional regulator 1	20q11.21	protein_coding	25	490	5.10	403	16477	2.45	496	250	50.40	16	3.23	29	Cancer Gene Census
ENSG00000184634	MED12	mediator complex subunit 12	Xq13.1	protein_coding	25	490	5.10	559	16477	3.39	496	0	0.00	0	0.00	28	Cancer Gene Census
ENSG00000196498	NCOR2	nuclear receptor corepressor 2	12q24.31	protein_coding	25	490	5.10	514	16477	3.12	496	110	22.18	58	11.69	27	Cancer Gene Census
ENSG00000140396	NCOA2	nuclear receptor coactivator 2	8q13.3	protein_coding	24	490	4.90	305	16477	1.85	496	221	44.56	31	6.25	25	Cancer Gene Census
ENSG00000141027	NCOR1	nuclear receptor corepressor 1	17p12, 17p11.2	protein_coding	24	490	4.90	538	16477	3.27	496	48	9.68	226	45.56	26	Cancer Gene Census
ENSG00000157404	KIT	KIT proto-oncogene, receptor tyrosine kinase	4q12	protein_coding	24	490	4.90	338	16477	2.05	496	143	28.83	117	23.59	26	Cancer Gene Census
ENSG00000166501	PRKCB	protein kinase C beta	16p12.2, 16p12.1	protein_coding	24	490	4.90	347	16477	2.11	496	96	19.35	95	19.15	28	Cancer Gene Census
ENSG00000175054	ATR	ATR serine/threonine kinase	3q23	protein_coding	24	490	4.90	495	16477	3.00	496	368	74.19	11	2.22	29	Cancer Gene Census
ENSG00000189079	ARID2	AT-rich interaction domain 2	12q12	protein_coding	24	490	4.90	528	16477	3.20	496	158	31.85	40	8.06	28	Cancer Gene Census
ENSG00000257923	CUX1	cut like homeobox 1	7q22.1	protein_coding	24	490	4.90	490	16477	2.97	496	204	41.13	33	6.65	25	Cancer Gene Census
ENSG00000012048	BRCA1	BRCA1 DNA repair associated	17q21.31	protein_coding	23	490	4.69	366	16477	2.22	496	135	27.22	73	14.72	25	Cancer Gene Census
ENSG00000036257	CUL3	cullin 3	2q36.2	protein_coding	23	490	4.69	250	16477	1.52	496	77	15.52	120	24.19	24	Cancer Gene Census
ENSG00000100393	EP300	E1A binding protein p300	22q13.2	protein_coding	23	490	4.69	567	16477	3.44	496	181	36.49	74	14.92	23	Cancer Gene Census
ENSG00000165731	RET	ret proto-oncogene	10q11.21	protein_coding	23	490	4.69	365	16477	2.22	496	99	19.96	111	22.38	22	Cancer Gene Census
ENSG00000065526	SPEN	spen family transcriptional repressor	1p36.21, 1p36.13	protein_coding	22	490	4.49	628	16477	3.81	496	57	11.49	142	28.63	33	Cancer Gene Census
ENSG00000078403	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	10p12.31	protein_coding	22	490	4.49	237	16477	1.44	496	97	19.56	135	27.22	22	Cancer Gene Census
ENSG00000122025	FLT3	fms related receptor tyrosine kinase 3	13q12.2	protein_coding	22	490	4.49	440	16477	2.67	496	33	6.65	238	47.98	22	Cancer Gene Census
ENSG00000134250	NOTCH2	notch receptor 2	1p12	protein_coding	22	490	4.49	430	16477	2.61	496	82	16.53	134	27.02	25	Cancer Gene Census
ENSG00000137812	KNL1	kinetochore scaffold 1	15q15.1	protein_coding	22	490	4.49	332	16477	2.01	496	81	16.33	116	23.39	26	Cancer Gene Census
ENSG00000143970	ASXL2	ASXL transcriptional regulator 2	2p23.3	protein_coding	22	490	4.49	343	16477	2.08	496	223	44.96	16	3.23	24	Cancer Gene Census
ENSG00000147050	KDM6A	lysine demethylase 6A	Xp11.3	protein_coding	22	490	4.49	472	16477	2.86	496	0	0.00	0	0.00	23	Cancer Gene Census
ENSG00000163518	FCRL4	Fc receptor like 4	1q23.1	protein_coding	22	490	4.49	225	16477	1.37	496	243	48.99	18	3.63	23	Cancer Gene Census
ENSG00000184675	AMER1	APC membrane recruitment protein 1	Xq11.2	protein_coding	22	490	4.49	430	16477	2.61	496	0	0.00	0	0.00	24	Cancer Gene Census
ENSG00000198793	MTOR	mechanistic target of rapamycin kinase	1p36.22	protein_coding	22	490	4.49	515	16477	3.13	496	58	11.69	146	29.44	24	Cancer Gene Census
ENSG00000051382	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	3q22.3	protein_coding	21	490	4.29	241	16477	1.46	496	352	70.97	10	2.02	21	Cancer Gene Census
ENSG00000184507	NUTM1	NUT midline carcinoma family member 1	15q14	protein_coding	21	490	4.29	309	16477	1.88	496	85	17.14	111	22.38	23	Cancer Gene Census
ENSG00000185008	ROBO2	roundabout guidance receptor 2	3p12.3	protein_coding	21	490	4.29	668	16477	4.05	496	19	3.83	328	66.13	22	Cancer Gene Census
ENSG00000010671	BTK	Bruton tyrosine kinase	Xq22.1	protein_coding	20	490	4.08	242	16477	1.47	496	0	0.00	0	0.00	20	Cancer Gene Census
ENSG00000037280	FLT4	fms related receptor tyrosine kinase 4	5q35.3	protein_coding	20	490	4.08	474	16477	2.88	496	34	6.85	256	51.61	22	Cancer Gene Census
ENSG00000041982	TNC	tenascin C	9q33.1	protein_coding	20	490	4.08	528	16477	3.20	496	89	17.94	141	28.43	21	Cancer Gene Census
ENSG00000067842	ATP2B3	ATPase plasma membrane Ca2+ transporting 3	Xq28	protein_coding	20	490	4.08	428	16477	2.60	496	0	0.00	0	0.00	22	Cancer Gene Census
ENSG00000073614	KDM5A	lysine demethylase 5A	12p13.33	protein_coding	20	490	4.08	360	16477	2.18	496	228	45.97	30	6.05	20	Cancer Gene Census
ENSG00000085276	MECOM	MDS1 and EVI1 complex locus	3q26.2	protein_coding	20	490	4.08	443	16477	2.69	496	427	86.09	3	0.60	23	Cancer Gene Census
ENSG00000111087	GLI1	GLI family zinc finger 1	12q13.3	protein_coding	20	490	4.08	328	16477	1.99	496	152	30.65	33	6.65	22	Cancer Gene Census
ENSG00000113360	DROSHA	drosha ribonuclease III	5p13.3	protein_coding	20	490	4.08	281	16477	1.71	496	358	72.18	17	3.43	20	Cancer Gene Census
ENSG00000133124	IRS4	insulin receptor substrate 4	Xq22.3	protein_coding	20	490	4.08	457	16477	2.77	496	0	0.00	0	0.00	21	Cancer Gene Census
ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3	8p11.23	protein_coding	20	490	4.08	297	16477	1.80	496	220	44.35	88	17.74	20	Cancer Gene Census
ENSG00000171094	ALK	ALK receptor tyrosine kinase	2p23.2, 2p23.1	protein_coding	20	490	4.08	491	16477	2.98	496	228	45.97	14	2.82	20	Cancer Gene Census
ENSG00000198354	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	Xq25	protein_coding	20	490	4.08	392	16477	2.38	496	0	0.00	0	0.00	21	Cancer Gene Census
ENSG00000198400	NTRK1	neurotrophic receptor tyrosine kinase 1	1q23.1	protein_coding	20	490	4.08	259	16477	1.57	496	245	49.40	18	3.63	21	Cancer Gene Census
ENSG00000084676	NCOA1	nuclear receptor coactivator 1	2p23.3	protein_coding	19	490	3.88	287	16477	1.74	496	219	44.15	20	4.03	20	Cancer Gene Census
ENSG00000085185	BCORL1	BCL6 corepressor like 1	Xq26.1	protein_coding	19	490	3.88	517	16477	3.14	496	0	0.00	0	0.00	19	Cancer Gene Census
ENSG00000100697	DICER1	dicer 1, ribonuclease III	14q32.13	protein_coding	19	490	3.88	386	16477	2.34	496	130	26.21	115	23.19	20	Cancer Gene Census
ENSG00000127616	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	19p13.2	protein_coding	19	490	3.88	581	16477	3.53	496	91	18.35	138	27.82	20	Cancer Gene Census
ENSG00000136167	LCP1	lymphocyte cytosolic protein 1	13q14.13	protein_coding	19	490	3.88	162	16477	0.98	496	38	7.66	239	48.19	19	Cancer Gene Census
ENSG00000148584	A1CF	APOBEC1 complementation factor	10q11.23	protein_coding	19	490	3.88	261	16477	1.58	496	71	14.31	133	26.81	20	Cancer Gene Census
ENSG00000167258	CDK12	cyclin dependent kinase 12	17q12	protein_coding	19	490	3.88	371	16477	2.25	496	146	29.44	77	15.52	21	Cancer Gene Census
ENSG00000179583	CIITA	class II major histocompatibility complex transactivator	16p13.13	protein_coding	19	490	3.88	320	16477	1.94	496	94	18.95	104	20.97	20	Cancer Gene Census
ENSG00000184384	MAML2	mastermind like transcriptional coactivator 2	11q21	protein_coding	19	490	3.88	256	16477	1.55	496	104	20.97	100	20.16	20	Cancer Gene Census
ENSG00000186174	BCL9L	BCL9 like	11q23.3	protein_coding	19	490	3.88	347	16477	2.11	496	94	18.95	117	23.59	20	Cancer Gene Census
ENSG00000057657	PRDM1	PR/SET domain 1	6q21	protein_coding	18	490	3.67	272	16477	1.65	496	86	17.34	93	18.75	18	Cancer Gene Census
ENSG00000083168	KAT6A	lysine acetyltransferase 6A	8p11.21	protein_coding	18	490	3.67	415	16477	2.52	496	195	39.31	81	16.33	21	Cancer Gene Census
ENSG00000100815	TRIP11	thyroid hormone receptor interactor 11	14q32.12	protein_coding	18	490	3.67	315	16477	1.91	496	127	25.60	117	23.59	18	Cancer Gene Census
ENSG00000114423	CBLB	Cbl proto-oncogene B	3q13.11	protein_coding	18	490	3.67	270	16477	1.64	496	298	60.08	29	5.85	18	Cancer Gene Census
ENSG00000119397	CNTRL	centriolin	9q33.2	protein_coding	18	490	3.67	351	16477	2.13	496	90	18.15	144	29.03	18	Cancer Gene Census
ENSG00000135903	PAX3	paired box 3	2q36.1	protein_coding	18	490	3.67	232	16477	1.41	496	86	17.34	115	23.19	19	Cancer Gene Census
ENSG00000142611	PRDM16	PR/SET domain 16	1p36.32	protein_coding	18	490	3.67	378	16477	2.29	496	75	15.12	139	28.02	20	Cancer Gene Census
ENSG00000168769	TET2	tet methylcytosine dioxygenase 2	4q24	protein_coding	18	490	3.67	334	16477	2.03	496	37	7.46	202	40.73	18	Cancer Gene Census
ENSG00000180611	MB21D2	Mab-21 domain containing 2	3q29	protein_coding	18	490	3.67	198	16477	1.20	496	420	84.68	6	1.21	14	Cancer Gene Census
ENSG00000184937	WT1	WT1 transcription factor	11p13	protein_coding	18	490	3.67	329	16477	2.00	496	122	24.60	99	19.96	19	Cancer Gene Census
ENSG00000101115	SALL4	spalt like transcription factor 4	20q13.2	protein_coding	17	490	3.47	373	16477	2.26	496	211	42.54	29	5.85	19	Cancer Gene Census
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	17q21.33	protein_coding	17	490	3.47	384	16477	2.33	496	187	37.70	41	8.27	20	Cancer Gene Census
ENSG00000119866	BCL11A	BAF chromatin remodeling complex subunit BCL11A	2p16.1	protein_coding	17	490	3.47	383	16477	2.32	496	257	51.81	7	1.41	19	Cancer Gene Census
ENSG00000147130	ZMYM3	zinc finger MYM-type containing 3	Xq13.1	protein_coding	17	490	3.47	323	16477	1.96	496	0	0.00	0	0.00	17	Cancer Gene Census
ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2	1q23.3	protein_coding	17	490	3.47	267	16477	1.62	496	251	50.60	12	2.42	16	Cancer Gene Census
ENSG00000163629	PTPN13	protein tyrosine phosphatase non-receptor type 13	4q21.3	protein_coding	17	490	3.47	444	16477	2.69	496	51	10.28	186	37.50	17	Cancer Gene Census
ENSG00000164330	EBF1	EBF transcription factor 1	5q33.3	protein_coding	17	490	3.47	268	16477	1.63	496	18	3.63	267	53.83	18	Cancer Gene Census
ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	5q31.1	protein_coding	17	490	3.47	215	16477	1.30	496	10	2.02	278	56.05	17	Cancer Gene Census
ENSG00000181555	SETD2	SET domain containing 2, histone lysine methyltransferase	3p21.31	protein_coding	17	490	3.47	635	16477	3.85	496	4	0.81	322	64.92	16	Cancer Gene Census
ENSG00000198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A	14q13.1, 14q13.2	protein_coding	17	490	3.47	270	16477	1.64	496	129	26.01	110	22.18	19	Cancer Gene Census
ENSG00000066468	FGFR2	fibroblast growth factor receptor 2	10q26.13	protein_coding	16	490	3.27	375	16477	2.28	496	68	13.71	156	31.45	15	Cancer Gene Census
ENSG00000096968	JAK2	Janus kinase 2	9p24.1	protein_coding	16	490	3.27	291	16477	1.77	496	73	14.72	247	49.80	17	Cancer Gene Census
ENSG00000100503	NIN	ninein	14q22.1	protein_coding	16	490	3.27	385	16477	2.34	496	110	22.18	119	23.99	16	Cancer Gene Census
ENSG00000114861	FOXP1	forkhead box P1	3p13	protein_coding	16	490	3.27	281	16477	1.71	496	6	1.21	334	67.34	16	Cancer Gene Census
ENSG00000116731	PRDM2	PR/SET domain 2	1p36.21	protein_coding	16	490	3.27	333	16477	2.02	496	58	11.69	143	28.83	16	Cancer Gene Census
ENSG00000118513	MYB	MYB proto-oncogene, transcription factor	6q23.3	protein_coding	16	490	3.27	208	16477	1.26	496	108	21.77	88	17.74	16	Cancer Gene Census
ENSG00000127946	HIP1	huntingtin interacting protein 1	7q11.23	protein_coding	16	490	3.27	227	16477	1.38	496	190	38.31	36	7.26	17	Cancer Gene Census
ENSG00000135111	TBX3	T-box transcription factor 3	12q24.21	protein_coding	16	490	3.27	281	16477	1.71	496	111	22.38	51	10.28	18	Cancer Gene Census
ENSG00000143322	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	1q25.2	protein_coding	16	490	3.27	299	16477	1.81	496	236	47.58	16	3.23	16	Cancer Gene Census
